42.6428,40.7247
59.7307,61.6161
66.2324,50.4389
3.5610,-6.7564
22.2818,14.5561
-22.6586,-16.8385
-19.2652,-28.0453
-54.5556,-43.6388
-32.3050,-49.8317
-40.7625,-59.2333
-56.9959,-49.7167
-13.6724,-25.7489
-23.2541,-29.6431
-20.7506,-28.0356
-28.4532,-33.4040
-49.5289,-54.9867
-56.1186,-50.5147
-21.7465,-20.7321
-33.1954,-35.2735
15.7892,32.5993
0.8193,-4.1689
-0.5401,6.0999
22.9396,28.0788
47.9406,43.7137
39.5824,65.4584
51.4424,45.8545
-12.2593,-6.5108
-26.4474,-23.2605
-29.0063,-37.1357
-15.0955,-29.0748
-41.3670,-36.4104
-48.2521,-51.7328
-35.5144,-30.5790
-59.3847,-52.3289
-62.1727,-41.7661
-30.1843,-50.4488
41.9653,28.4812
48.4391,52.8063
26.2213,20.8737
55.6945,55.3779
34.1958,28.6095
68.8331,45.3768
33.8610,33.9412
23.4219,20.6551
68.1800,54.7235
60.3528,36.2542
67.6763,52.5481
70.7962,42.2175
36.6316,32.0125
39.9714,27.2122
54.3243,60.7171
67.8551,38.9365
47.8438,61.1738
53.4843,48.9594
63.7193,64.7340
60.7315,71.1938
66.9481,39.8919
42.5073,59.2425
56.9742,57.7894
63.3365,49.4841
65.6089,50.5754
67.8508,59.1424
52.2490,61.6256
40.4487,49.2985
57.7120,59.0273
68.4754,43.2951
23.6550,36.8136
27.0192,41.7742
20.9796,28.5149
18.6391,16.1698
27.5649,19.0543
-10.7461,3.9934
-32.5636,-18.9684
-56.7298,-49.8417
-46.4097,-53.1510
-35.8404,-40.9971
-43.6443,-43.9720
-46.4099,-39.2674
-29.3857,-21.5466
-64.0402,-47.7191
-64.2667,-62.7426
-57.6453,-54.6235
-43.7108,-63.0501
-46.8473,-43.9819
13.8464,14.7425
-32.8959,-39.9741
35.1138,21.0379
11.7569,30.7191
6.9758,-1.7193
73.0277,46.1942
61.7735,61.8629
58.7726,62.2531
49.1484,43.1908
66.1480,55.6904
2.9496,29.0158
-17.4200,-7.7331
-50.0644,-57.3511
-35.5636,-43.3887
-44.2900,-52.7866
-25.0425,-31.6218
-28.5127,-31.5725
1.6360,13.2728
24.9338,19.3177
-9.0100,-0.8749
0.5606,-5.2030
39.3436,37.0662
20.6699,27.2571
33.5736,35.9633
35.5476,45.3997
65.3420,59.7096
46.2793,48.6939
48.2139,46.1416
55.4122,57.8526
50.5590,52.4412
65.5523,47.4202
58.7688,48.7869
38.9073,41.1275
18.6780,25.3109
-8.2949,-1.3524
-53.4928,-43.0093
-51.8743,-65.3888
-47.7135,-65.6316
-50.9373,-56.8987
-48.4984,-66.4072
-54.8690,-56.3021
-43.5134,-40.2707
-47.5329,-62.8209
-31.6261,-25.3289
-54.6346,-39.1948
-41.6729,-21.2514
5.1254,17.6409
39.3290,42.2490
57.7895,49.9340
38.6689,46.3508
23.9371,58.3892
49.0706,35.1438
31.6252,42.2621
53.6683,53.7651
51.0054,46.5501
56.3560,53.3329
53.1175,48.0974
26.4292,43.6619
55.4494,31.0689
28.3407,61.9528
39.3239,33.3448
39.8297,29.8105
39.8120,40.0997
28.2151,4.7725
45.5317,45.5247
30.2092,27.8343
24.5935,31.6287
16.8778,20.0537
-39.1996,-25.8732
-63.1413,-50.2373
-58.1381,-63.0672
-65.3988,-51.9455
-41.3794,-45.6666
37.3917,37.9632
58.9645,47.9030
64.8931,54.5353
36.2747,42.4271
39.6043,20.9617
21.7372,22.5627
-31.5567,-44.8239
-13.5634,-22.3063
-57.1940,-64.0336
-52.0185,-62.3373
-48.6610,-34.8567
-0.9128,-14.3345
-30.8020,-36.0070
-55.1534,-52.3090
-21.1409,-44.9678
-27.3299,-20.5570
44.3378,52.8111
41.6867,55.1953
49.8674,50.7277
54.4778,53.1502
39.4575,41.0690
58.4269,43.2170
51.2761,52.0867
57.9150,46.8485
50.0573,55.3220
51.5860,54.5509
62.5502,51.8252
31.8765,11.8428
29.3535,34.3258
41.4537,39.6767
5.5732,1.5571
-11.2892,-21.3790
-29.9676,-32.6421
16.3929,26.8678
-13.4285,-30.8786
-23.0054,-19.6005
26.8734,17.4850
3.4292,-5.1108
-1.9166,3.5199
14.5054,12.8232
18.8458,9.4099
32.6385,10.4081
20.9378,17.3933
36.2314,42.4580
-48.4143,-47.1263
-58.5942,-58.0573
-46.9379,-69.2253
-60.2370,-58.0497
-42.2562,-51.8030
-3.3267,-4.8510
-47.4653,-57.8946
-59.7007,-73.6960
-60.2264,-62.5133
-51.2300,-57.1807
51.8547,-62.5098
56.5972,-62.3092
60.3217,-51.3897
59.9474,-47.1941
60.9826,-50.3144
54.8541,-57.2355
50.6516,-57.5119
54.8497,-43.1456
51.8095,-60.0313
40.0078,-65.1459
52.2208,-60.6300
52.4420,-52.7419
57.6452,-58.0253
56.7254,-54.4368
42.1833,-55.3873
54.1469,-50.4322
45.7898,-52.2503
54.7057,-56.6994
48.8542,-53.7419
51.3680,-54.8958
51.6257,-47.5858
53.1709,-54.2090
46.7032,-70.6448
49.4169,-59.4632
53.1288,-52.0560
53.3354,-62.1307
54.2286,-62.2006
62.8257,-46.6875
51.0751,-54.0116
59.0977,-44.5909
50.7813,-46.0634
49.0868,-53.6964
53.2281,-57.1736
49.6848,-49.6421
38.8163,-48.3806
53.8853,-49.4724
64.2556,-49.5123
55.6113,-61.4413
55.1089,-45.5282
64.0260,-49.3559
54.6387,-50.7334
55.6624,-61.7752
50.7541,-61.0654
53.4466,-55.7391
58.8144,-59.8593
56.4975,-50.7148
50.4881,-59.7407
54.8411,-48.7581
46.4350,-63.9387
40.1761,-63.4614
34.6172,-64.9990
50.1979,-47.3292
56.1101,-63.7109
65.0196,-55.1425
62.5296,-50.5424
54.1299,-56.3621
41.2246,-51.6119
51.7544,-52.4240
50.1396,-49.8023
50.8490,-51.6315
48.6824,-55.9733
49.2106,-61.1791
47.0846,-63.8846
55.9726,-54.2802
47.7971,-56.4907
61.8345,-47.5882
53.1642,-53.4077
56.6601,-51.5732
51.1338,-51.8212
59.1682,-42.7324
51.8733,-51.4512
61.1252,-43.3907
58.7878,-55.1303
41.9595,-50.6430
41.1999,-50.3189
49.0018,-46.0368
56.7061,-51.0332
60.2182,-52.0590
51.1979,-63.7797
56.4100,-50.3272
59.0941,-52.8374
53.3582,-61.8450
59.6101,-44.6220
52.5207,-51.5984
52.0314,-53.7680
48.7628,-55.2503
40.6442,-61.9344
56.9481,-58.8179
46.9277,-52.0065
54.3732,-47.5329
56.8562,-56.7236
54.3656,-45.9782
57.8749,-60.5209
62.2826,-51.2543
66.6904,-40.9915
54.7688,-53.2232
54.1073,-59.5027
51.1252,-49.4350
55.8978,-41.3101
51.7568,-53.5597
47.0499,-57.9678
45.7440,-56.2605
50.0789,-56.6378
57.3150,-53.0267
52.6457,-52.1061
55.0869,-54.6045
58.5076,-38.4737
55.5312,-52.7989
49.3620,-52.6426
50.8600,-57.4055
55.2788,-57.0029
46.8271,-50.2330
57.8774,-49.8118
48.1663,-49.4764
54.6996,-48.1933
48.9133,-57.1000
55.5759,-49.3364
58.0123,-65.4801
51.0730,-63.1343
53.6943,-52.9951
54.1555,-59.3635
54.4344,-57.3650
54.9136,-48.1575
45.0254,-62.7731
52.3377,-59.8813
55.3115,-54.9797
46.6588,-60.7988
48.3014,-60.7194
54.2926,-52.7101
49.4572,-56.0155
46.1502,-46.6829
58.4080,-49.4125
50.7248,-56.8995
48.0881,-45.0882
57.9737,-58.6785
47.5672,-58.1252
55.0133,-48.7859
57.6647,-48.7488
58.7443,-49.8704
52.4597,-59.4570
52.0988,-60.5969
51.7629,-52.0533
48.4855,-56.2416
58.0338,-61.2547
51.7357,-44.5355
54.8390,-56.4641
52.1003,-51.3938
43.8742,-49.7665
45.5679,-53.8307
53.5096,-54.9626
51.8080,-55.9722
46.6574,-44.0242
51.1651,-51.5108
54.0348,-53.0259
61.2297,-47.2490
47.9793,-51.5974
51.4055,-58.2336
59.3977,-61.4077
45.7136,-50.0851
61.1632,-57.3021
52.7525,-45.0036
57.7020,-56.5587
52.0010,-54.6411
47.0019,-57.9764
53.8876,-54.5262
45.2535,-63.1879
47.9454,-60.5346
49.5683,-56.9579
56.7401,-49.1558
52.9102,-54.5658
48.2472,-49.2566
57.1307,-55.3273
53.4802,-57.5036
46.2220,-56.0673
52.3085,-54.8631
53.2244,-63.2200
49.4568,-50.9770
53.8912,-51.0895
51.8109,-44.6159
55.0107,-60.0403
49.3390,-60.4357
51.3476,-52.2132
63.5104,-45.6559
57.9889,-53.9934
50.5517,-50.2210
58.3213,-45.6200
50.2696,-51.5430
56.6061,-57.7338
47.4025,-54.7196
62.0918,-45.3148
