C1, -0.0694
C2, -0.0769
C3, -0.0754
C4, -0.0769
C5, -0.0694
C6, -0.0174
C7, -0.0643
C8, -0.1320
C9, -0.1285
C10, -0.1350
C11, -0.1285
C12, -0.1320
H1, 0.0415
H2, 0.0382
H3, 0.0404
H4, 0.0507
H5, 0.0404
H6, 0.0404
H7, 0.0415
H8, 0.0382
H9, 0.0415
H10, 0.0415
H11, 0.0404
H12, 0.1315
H13, 0.1290
H14, 0.1300
H15, 0.1290
H16, 0.1315
