13.2776,6.8787
38.0852,41.0496
65.6566,50.2988
47.4521,31.6151
55.3833,57.9102
33.7200,30.7508
49.6612,45.6847
50.0656,58.9564
73.3439,51.6952
53.7088,40.6231
4.6538,2.6893
44.2830,33.1729
63.9232,58.2458
-23.8045,-36.9457
-41.5215,-33.5880
-22.2071,-14.7236
35.3214,25.1583
16.0485,-1.1760
-43.7129,-37.7804
-61.1587,-52.3456
-51.4925,-55.7175
-18.5858,-32.0800
30.0800,39.3626
41.1309,44.0138
36.4497,42.5910
-28.7648,-54.7735
-62.2067,-59.7047
-33.2765,-43.4211
-49.6154,-47.1668
48.9924,-54.2245
49.1088,-49.5503
55.3943,-59.3326
52.1252,-59.1336
46.7299,-60.1856
53.7120,-63.8774
48.5053,-50.9691
46.4823,-49.7740
45.1276,-46.6552
56.9943,-46.6782
49.3266,-59.8680
46.9465,-39.3758
57.0698,-54.4530
62.0489,-35.4694
60.1212,-54.5801
57.4627,-48.8003
56.2814,-38.6541
44.1385,-55.8470
50.9693,-53.8994
54.1473,-58.2331
58.7330,-46.5901
49.5914,-45.4356
59.5365,-56.7700
59.9275,-52.8865
55.1339,-52.8785
50.4612,-61.9141
52.0104,-52.2133
43.9519,-54.0759
53.7397,-56.8344
59.9045,-45.3659
55.0930,-52.7650
48.5720,-39.5002
61.3686,-53.4197
58.5660,-48.0669
57.4576,-48.4071
57.0224,-40.8802
61.5685,-46.6875
44.8331,-50.5614
48.3286,-50.5685
48.5054,-55.7599
54.6189,-59.3803
51.3095,-57.6647
41.2131,-60.6073
41.7820,-62.6514
45.8908,-59.0779
50.2314,-56.9293
56.5874,-51.1401
58.6709,-63.1927
46.4480,-48.9407
50.2627,-59.3777
56.6027,-53.1548
48.0697,-59.2694
53.7627,-50.0312
58.6814,-51.1601
59.2505,-50.2440
64.7796,-46.2646
63.6219,-47.7945
46.6457,-42.9773
43.4582,-52.7823
46.6775,-51.2770
50.6188,-61.2711
52.8495,-52.3754
45.2287,-61.1656
48.6807,-58.2989
53.5568,-58.2477
