C1, -0.1464
C2, 0.1496
C3, 0.1546
C4, -0.0684
C5, 0.1546
C6, 0.1496
F1, -0.2233
F2, -0.2153
F3, -0.2153
F4, -0.2233
C7, -0.1190
C8, -0.1310
C9, -0.1115
C10, -0.1003
C11, -0.1115
C12, -0.1310
H1, 0.0867
H2, 0.0867
H3, 0.0557
H4, 0.0737
H5, 0.0687
H6, 0.0737
H7, 0.0557
H8, 0.1340
H9, 0.1350
H10, 0.1425
H11, 0.1425
H12, 0.1350
